REEF,SITE,HAB,YEAR,ORGANISMO,COBERTURA,PC1_AMBIENTAL,PC2_AMBIENTAL,DEPTH,LAT,LONG,QUADRAT_ID
ARC,FAROL,RO,2006,MACROALGAE,4.10958904109589,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_21
ARC,FAROL,RO,2006,MACROALGAE,5.0675675675675675,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_22
ARC,FAROL,RO,2006,MACROALGAE,1.006711409395973,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_23
ARC,FAROL,RO,2006,MACROALGAE,1.7241379310344827,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_24
ARC,FAROL,RO,2006,MACROALGAE,1.3745704467353952,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_25
ARC,FAROL,RO,2006,MACROALGAE,1.0204081632653061,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_26
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_27
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_28
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,0.33557046979865773,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_29
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,1.36986301369863,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_30
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,2.7027027027027026,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_31
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,1.342281879194631,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_32
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,1.0344827586206897,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_33
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,1.718213058419244,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_34
ARC,FAROL,RO,2006,MUSSISMILIA_HISPIDA,3.741496598639456,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_35
ARC,FAROL,RO,2006,TURF,52.68456375838926,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_36
ARC,FAROL,RO,2006,TURF,28.040540540540544,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_37
ARC,FAROL,RO,2006,TURF,47.98657718120805,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_38
ARC,FAROL,RO,2006,TURF,54.45205479452054,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_39
ARC,FAROL,RO,2006,TURF,62.83783783783784,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_40
ARC,FAROL,RO,2006,TURF,44.63087248322148,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_41
ARC,FAROL,RO,2006,TURF,56.55172413793104,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_42
ARC,FAROL,RO,2006,TURF,65.29209621993127,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_43
ARC,FAROL,RO,2006,TURF,63.94557823129252,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_44
ARC,FAROL,RO,2007,CCA,0.6779661016949152,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_45
ARC,FAROL,RO,2007,CCA,1.0169491525423728,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_46
ARC,FAROL,RO,2007,CCA,0.3424657534246575,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_47
ARC,FAROL,RO,2007,CCA,5.47945205479452,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_48
ARC,FAROL,RO,2007,CCA,3.741496598639456,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_49
ARC,FAROL,RO,2007,CCA,0.33670033670033667,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_50
ARC,FAROL,RO,2007,CCA,4.57516339869281,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_51
ARC,FAROL,RO,2007,CCA,1.8050541516245486,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_52
ARC,FAROL,RO,2007,CCA,8.96551724137931,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_53
ARC,FAROL,RO,2007,CYANO,0.3389830508474576,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_54
ARC,FAROL,RO,2007,CYANO,0.3389830508474576,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_55
ARC,FAROL,RO,2007,CYANO,0.3424657534246575,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_56
ARC,FAROL,RO,2007,CYANO,0.3424657534246575,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_57
ARC,FAROL,RO,2007,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_58
ARC,FAROL,RO,2007,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_59
ARC,FAROL,RO,2007,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_60
ARC,FAROL,RO,2007,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_61
ARC,FAROL,RO,2007,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_62
ARC,FAROL,RO,2007,MACROALGAE,28.474576271186443,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_63
ARC,FAROL,RO,2007,MACROALGAE,13.559322033898304,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_64
ARC,FAROL,RO,2007,MACROALGAE,11.301369863013697,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_65
ARC,FAROL,RO,2007,MACROALGAE,1.0273972602739725,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_66
ARC,FAROL,RO,2007,MACROALGAE,4.081632653061225,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_67
ARC,FAROL,RO,2007,MACROALGAE,1.6835016835016834,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_68
ARC,FAROL,RO,2007,MACROALGAE,0.32679738562091504,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_69
ARC,FAROL,RO,2007,MACROALGAE,0.36101083032490977,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_70
ARC,FAROL,RO,2007,MACROALGAE,0.3448275862068966,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_71
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_72
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_73
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_74
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,0.3424657534246575,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_75
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,1.3605442176870748,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_76
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_77
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,0.32679738562091504,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_78
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,3.2490974729241873,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_79
ARC,FAROL,RO,2007,MUSSISMILIA_HISPIDA,5.517241379310345,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_80
ARC,FAROL,RO,2007,TURF,41.35593220338983,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_81
ARC,FAROL,RO,2007,TURF,74.57627118644068,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_82
ARC,FAROL,RO,2007,TURF,75.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_83
ARC,FAROL,RO,2007,TURF,87.67123287671232,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_84
ARC,FAROL,RO,2007,TURF,85.71428571428571,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_85
ARC,FAROL,RO,2007,TURF,72.05387205387206,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_86
ARC,FAROL,RO,2007,TURF,84.31372549019608,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_87
ARC,FAROL,RO,2007,TURF,80.86642599277978,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_88
ARC,FAROL,RO,2007,TURF,61.37931034482759,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_89
ARC,FAROL,RO,2008,CCA,1.532567049808429,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_90
ARC,FAROL,RO,2008,CCA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_91
ARC,FAROL,RO,2008,CCA,4.406779661016949,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_92
ARC,FAROL,RO,2008,CCA,16.356877323420075,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_93
ARC,FAROL,RO,2008,CCA,12.992125984251967,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_94
ARC,FAROL,RO,2008,CCA,4.0650406504065035,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_95
ARC,FAROL,RO,2008,CCA,5.054151624548736,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_96
ARC,FAROL,RO,2008,CCA,8.118081180811808,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_97
ARC,FAROL,RO,2008,CCA,4.961832061068702,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_98
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_99
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_100
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_101
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_102
ARC,FAROL,RO,2008,CYANO,0.7874015748031495,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_103
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_104
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_105
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_106
ARC,FAROL,RO,2008,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_107
ARC,FAROL,RO,2008,MACROALGAE,10.727969348659004,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_108
ARC,FAROL,RO,2008,MACROALGAE,38.976377952755904,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_109
ARC,FAROL,RO,2008,MACROALGAE,0.6779661016949152,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_110
ARC,FAROL,RO,2008,MACROALGAE,3.3457249070631967,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_111
ARC,FAROL,RO,2008,MACROALGAE,1.1811023622047243,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_112
ARC,FAROL,RO,2008,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_113
ARC,FAROL,RO,2008,MACROALGAE,3.6101083032490973,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_114
ARC,FAROL,RO,2008,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_115
ARC,FAROL,RO,2008,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_116
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_117
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_118
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.3389830508474576,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_119
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_120
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.39370078740157477,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_121
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_122
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_123
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.7380073800738007,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_124
ARC,FAROL,RO,2008,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_125
ARC,FAROL,RO,2008,TURF,86.20689655172413,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_126
ARC,FAROL,RO,2008,TURF,54.7244094488189,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_127
ARC,FAROL,RO,2008,TURF,61.016949152542374,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_128
ARC,FAROL,RO,2008,TURF,63.56877323420075,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_129
ARC,FAROL,RO,2008,TURF,39.37007874015748,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_130
ARC,FAROL,RO,2008,TURF,80.48780487804879,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_131
ARC,FAROL,RO,2008,TURF,35.018050541516246,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_132
ARC,FAROL,RO,2008,TURF,36.90036900369004,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_133
ARC,FAROL,RO,2008,TURF,24.427480916030532,-0.3331308228781938,-0.9938220199188424,5.8,-17.97,-38.69,FAROL_RO_134
ARC,GUARITA,RO,2006,CCA,5.536332179930796,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_0
ARC,GUARITA,RO,2006,CCA,4.895104895104895,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_1
ARC,GUARITA,RO,2006,CCA,3.741496598639456,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_2
ARC,GUARITA,RO,2006,CCA,5.05050505050505,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_3
ARC,GUARITA,RO,2006,CCA,2.0408163265306123,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_4
ARC,GUARITA,RO,2006,CCA,4.814814814814815,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_5
ARC,GUARITA,RO,2006,CCA,3.1358885017421603,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_6
ARC,GUARITA,RO,2006,CCA,3.050847457627119,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_7
ARC,GUARITA,RO,2006,CCA,13.194444444444445,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_8
ARC,GUARITA,RO,2006,CCA,1.023890784982935,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_9
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_10
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_11
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_12
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_13
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_14
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_15
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_16
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_17
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_18
ARC,GUARITA,RO,2006,CYANO,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_19
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_20
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_21
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_22
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_23
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_24
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_25
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_26
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_27
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_28
ARC,GUARITA,RO,2006,MACROALGAE,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_29
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_30
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.34965034965034963,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_31
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_32
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_33
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_34
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,1.1111111111111112,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_35
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_36
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_37
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,0.0,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_38
ARC,GUARITA,RO,2006,MUSSISMILIA_HISPIDA,2.04778156996587,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_39
ARC,GUARITA,RO,2006,TURF,57.43944636678201,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_40
ARC,GUARITA,RO,2006,TURF,54.54545454545454,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_41
ARC,GUARITA,RO,2006,TURF,33.6734693877551,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_42
ARC,GUARITA,RO,2006,TURF,52.52525252525253,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_43
ARC,GUARITA,RO,2006,TURF,58.50340136054422,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_44
ARC,GUARITA,RO,2006,TURF,45.18518518518518,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_45
ARC,GUARITA,RO,2006,TURF,51.91637630662021,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_46
ARC,GUARITA,RO,2006,TURF,48.13559322033898,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_47
ARC,GUARITA,RO,2006,TURF,42.01388888888889,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_48
ARC,GUARITA,RO,2006,TURF,46.41638225255973,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_49
ARC,GUARITA,RO,2007,CCA,15.916955017301039,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_50
ARC,GUARITA,RO,2007,CCA,11.594202898550725,-0.3331308228781938,-0.9938220199188424,5.4,-17.96,-38.69,GUARITA_RO_51
